Ichnogenera,Author Ichnogenera,Ichnoespecies,Author ichnospecie,Ichnoconcept,Ichnoconcept name,Concept described in,Paper year,Period/Epoch,age (Ma),Low interval age (Ma),Upper interval age (Ma),Ethology,Pre- Postdepositational,Locality,Abundance,Settings,Deep-sea zone,Epeiric sea,Depth mbsl core sample,Depth-specific or outcrop rough estimated,Low depth interval (m),Upper depth interval (m),Sedimentary structures related,Ichno acronimum,Sediment type,grain size,Grain size mm,Low interval grain size mm,Upper grain size mm,Outcrop or sediment,Outcrop,Core,Country,Coordenates,Basin,Siliciclastic or Carbonaceous,Siliciclastic,Carbonate,Mix,Ash ,BI,UTM Coordenates,Lat,S-N,Long,E-W,Latitude (Y) decimal degrees,Longitude (X) decimal degrees,Full Reference
Chondrites,,,,Trace fossil assemblages,Planolites assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Teichichnus,,,,Trace fossil assemblages,Planolites assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Zoophycos,,,,Trace fossil assemblages,Planolites assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Thalassinoides,,,,Trace fossil assemblages,Thalassinoides assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Planolites,,,,Trace fossil assemblages,Thalassinoides assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Zoophycos,,,,Trace fossil assemblages,Thalassinoides assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Teichichnus,,,,Trace fossil assemblages,Thalassinoides assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Chondrites,,,,Trace fossil assemblages,Thalassinoides assemblage,"Savrda & Botjer, 1989.",1989,Late Turonian-Early Campanian,93.9-83.6±0.2,93.9,83.4,,,Niobrara Formation,,,basin bottom-waters,0,,,,,"light gray limestones, dark gray to black calcareous shale seams, finely-laminated",,,,,,,core sample,0,1,"Colorado, USA",,,closely-spaced resistant limestones separated by thin calcareous shale seams.,0,0,0,0,,13T 477123 4452642,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1989). Trace-fossil model for reconstructing oxygenation histories of ancient marine bottom waters: application to Upper Cretaceous Niobrara Formation, Colorado. Palaeogeography, Palaeoclimatology, Palaeoecology, 74(1-2), 49-74."
Chondrites,,,,,,"Savrda & Botjer, 1986.",1986,Miocene,23.03-5.333,23.03,5.333,,,Monterey Section,,,offshore-deep marine ,0,,,,,diatomaceous mudstones interrupted by occasional thin beds,,diatomaceous mudstones interrupted by occasional thin beds,,,,,,0,0,"California, USA",,,diatomaceous strata,0,0,0,0,,10S 754437 3820005,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1986). Trace-fossil model for reconstruction of paleo-oxygenation in bottom waters. Geology, 14(1), 3-6."
Planolites,,,,,,"Savrda & Botjer, 1986.",1986,Miocene,23.03-5.333,23.03,5.333,,,Monterey Section,,,offshore-deep marine ,0,,,,,diatomaceous mudstones interrupted by occasional thin beds,,diatomaceous mudstones interrupted by occasional thin beds,,,,,,0,0,"California, USA",,,diatomaceous strata,0,0,0,0,,10S 754437 3820005,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1986). Trace-fossil model for reconstruction of paleo-oxygenation in bottom waters. Geology, 14(1), 3-6."
Thalassinoides,,,,,,"Savrda & Botjer, 1986.",1986,Miocene,23.03-5.333,23.03,5.333,,,Monterey Section,,,offshore-deep marine ,0,,,,,diatomaceous mudstones interrupted by occasional thin beds,,diatomaceous mudstones interrupted by occasional thin beds,,,,,,0,0,"California, USA",,,diatomaceous strata,0,0,0,0,,10S 754437 3820005,,,,,,,"Savrda, C. E., & Bottjer, D. J. (1986). Trace-fossil model for reconstruction of paleo-oxygenation in bottom waters. Geology, 14(1), 3-6."
Chondrites,,,,,,"Gaillard, 1984.",1984,,,,,,,Vocontien Basin,,,abyssal depth,0,,,,,"sedimentation typiquement pelagique donnant naisance a des depots fins et monotones, regulierement stratifies, alternativement calcaires et marneux",,,,,,,,0,0,"France, Chaines subalpines meridionales",,,carbonate  ,0,1,0,0,,31 N 695141 4927151,,N,,E,44.47131697,5.45345575,"Gaillard, C. (1984). Bioturbation des sédiments pélagiques du Crétacé inférieur dans le bassin vocontien (Chaînes Subalpines Méridionales, FRANCE). Geobios, 17, 205-214."
Zoophycos,,,,,,"Gaillard, 1984.",1984,,,,,,,Vocontien Basin,,,abyssal depth,0,,,,,"sedimentation typiquement pelagique donnant naisance a des depots fins et monotones, regulierement stratifies, alternativement calcaires et marneux",,,,,,,,0,0,"France, Chaines subalpines meridionales",,,carbonate  ,0,1,0,0,,31 N 695141 4927151,,N,,E,44.47131697,5.45345575,"Gaillard, C. (1984). Bioturbation des sédiments pélagiques du Crétacé inférieur dans le bassin vocontien (Chaînes Subalpines Méridionales, FRANCE). Geobios, 17, 205-214."
Chondrites,,,,,,"Gaillard, 1984.",1984,,,,,,,Vocontien Basin,,,abyssal depth,0,,,,,"sedimentation typiquement pelagique donnant naisance a des depots fins et monotones, regulierement stratifies, alternativement calcaires et marneux",,,,,,,,0,0,"France, Chaines subalpines meridionales",,,carbonate  ,0,1,0,0,,31 N 695141 4927151,,N,,E,44.47131697,5.45345575,"Gaillard, C. (1984). Bioturbation des sédiments pélagiques du Crétacé inférieur dans le bassin vocontien (Chaînes Subalpines Méridionales, FRANCE). Geobios, 17, 205-214."
Planolites-like,,,,,,"Gaillard, 1984.",1984,,,,,,,Vocontien Basin,,,abyssal depth,0,,,,,"sedimentation typiquement pelagique donnant naisance a des depots fins et monotones, regulierement stratifies, alternativement calcaires et marneux",,,,,,,,0,0,"France, Chaines subalpines meridionales",,,carbonate  ,0,1,0,0,,31 N 695141 4927151,,N,,E,44.47131697,5.45345575,"Gaillard, C. (1984). Bioturbation des sédiments pélagiques du Crétacé inférieur dans le bassin vocontien (Chaînes Subalpines Méridionales, FRANCE). Geobios, 17, 205-214."
Skolithos-like,,,,,,"Gaillard, 1984.",1984,,,,,,,Vocontien Basin,,,abyssal depth,0,,,,,"sedimentation typiquement pelagique donnant naisance a des depots fins et monotones, regulierement stratifies, alternativement calcaires et marneux",,,,,,,,0,0,"France, Chaines subalpines meridionales",,,carbonate  ,0,1,0,0,,31 N 695141 4927151,,N,,E,44.47131697,5.45345575,"Gaillard, C. (1984). Bioturbation des sédiments pélagiques du Crétacé inférieur dans le bassin vocontien (Chaînes Subalpines Méridionales, FRANCE). Geobios, 17, 205-214."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,"Bouma sequences, mainly a–e, ab–e, abc–e and b–e. and HCS in some areas",,"Calcarenites, deposits separated by Hemipelagic Marls and Limestones","very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Planolites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,0.1-0.2mm,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,1,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Taenidium,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Chondrites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 2","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Planolites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 2","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,0.1-0.2mm,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,1,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,very coarse,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Planolites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,very coarse,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,0.1-0.2mm,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,1,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Taenidium,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 1, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Planolites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,0.1-0.2mm,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,1,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Taenidium,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Chondrites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 1","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 2","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Planolites,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 2","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Zoophycos,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 2","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,0.1-0.2mm,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,1,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
Thalassinoides,,,,ichnoassemblage,"Vertical distribution of trace fossils in Section 2, Bundle 3","Savary, Olivero & Gaillard, 2004.",2004,Late Barremian (Early Cretaceous),129.4-125,129.4,125,,,Pas-de-la-Cluse locality.,,,"hemipelagic-iner part of a fan, with proximity to slope",0,,,,,,,,"very coarse <=1mm, coarse 0.6 mm<1mm, medium 0.2 <0.6mm, fine 0.1 mm <0.2mm",,0.1,0.6,outcrop,1,0,"Southeastern, France",,,Carbonate system,0,1,0,0,,31 N 666660 4922320,,N,,E,44.43498311,5.09407579,"Savary, B., Olivero, D., & Gaillard, C. (2004). Calciturbidite dynamics and endobenthic colonisation: example from a late Barremian (Early Cretaceous) succession in southeastern France. Palaeogeography, Palaeoclimatology, Palaeoecology, 211(3-4), 221-239."
